Customer ID,Age,Region,Review,Payment Status,Date
CUST43057,70,East,I appreciate the bank's patience.,On Time,05-10-2021 02:44:13
CUST99415,66,Central,The interest rates are too high!,On Time,07-10-2023 17:06:17
CUST23938,36,West,Things are improving; I'll make a payment shortly.,Defaulted,24-06-2022 00:10:13
CUST53475,49,North,Please update me on my payment schedule.,On Time,21-02-2023 04:18:50
CUST79865,46,South,Please update me on my payment schedule.,Defaulted,21-01-2023 20:54:22
CUST98742,37,West,I cannot keep up with the payments anymore.,On Time,04-08-2021 07:28:43
CUST61370,41,North,I have some pending payments.,Defaulted,16-09-2023 02:48:12
CUST44630,50,West,I appreciate the bank's patience.,On Time,17-12-2022 07:29:00
CUST25982,22,East,I'm frustrated with the late fees.,On Time,22-03-2022 11:21:29
CUST34985,46,North,I cannot keep up with the payments anymore.,On Time,30-08-2021 03:19:15
CUST91718,34,North,I have some pending payments.,On Time,31-08-2020 15:36:47
CUST71745,57,East,The interest rates are too high!,Defaulted,25-07-2022 06:14:47
CUST24555,35,East,I have some pending payments.,On Time,15-09-2022 18:39:15
CUST54777,72,East,I have some pending payments.,Defaulted,18-04-2021 03:31:19
CUST58940,69,West,Things are improving; I'll make a payment shortly.,On Time,16-10-2020 03:49:25
CUST40184,69,Central,I have some pending payments.,Defaulted,04-11-2023 09:13:05
CUST21470,53,South,I'm trying to catch up with my payments soon.,Defaulted,03-11-2022 05:44:05
CUST57023,50,East,The interest rates are too high!,On Time,20-01-2021 20:29:46
CUST88413,46,Central,Things are improving; I'll make a payment shortly.,On Time,09-11-2023 14:54:55
CUST49742,33,Central,I'm frustrated with the late fees.,Defaulted,14-11-2024 04:57:03
CUST31205,58,East,I'm trying to catch up with my payments soon.,Defaulted,23-03-2021 11:32:00
CUST33367,58,East,I need more time to manage my finances.,On Time,17-08-2021 12:39:32
CUST28383,47,East,I have some pending payments.,Defaulted,25-02-2022 23:00:20
CUST85475,44,East,I'm frustrated with the late fees.,Defaulted,11-10-2020 06:22:35
CUST17268,56,West,The interest rates are too high!,On Time,08-06-2020 05:32:44
CUST26783,51,East,I'm frustrated with the late fees.,On Time,29-10-2022 07:45:38
CUST12324,67,Central,I need more time to manage my finances.,Defaulted,24-09-2020 14:03:25
CUST72209,72,East,I cannot keep up with the payments anymore.,On Time,05-11-2021 09:24:24
CUST71338,30,South,I appreciate the bank's patience.,On Time,02-09-2021 15:08:20
CUST19803,19,South,I cannot keep up with the payments anymore.,Defaulted,15-02-2023 19:45:06
CUST86511,40,South,I cannot keep up with the payments anymore.,On Time,20-01-2021 15:33:59
CUST57688,18,East,I'm trying to catch up with my payments soon.,On Time,07-01-2024 20:24:09
CUST24373,64,North,The interest rates are too high!,On Time,09-04-2024 21:59:53
CUST53024,55,East,I have some pending payments.,On Time,26-02-2024 05:42:56
CUST76682,30,West,I'm trying to catch up with my payments soon.,On Time,23-09-2023 21:38:44
CUST62553,46,East,I'm trying to catch up with my payments soon.,Defaulted,29-11-2023 19:31:41
CUST17388,73,South,I have some pending payments.,On Time,11-03-2022 23:49:13
CUST47559,24,East,I appreciate the bank's patience.,Defaulted,21-02-2020 16:26:57
CUST97396,38,North,Things are improving; I'll make a payment shortly.,On Time,03-12-2020 00:59:58
CUST99434,18,West,I need more time to manage my finances.,On Time,21-06-2021 09:11:39
CUST69030,38,West,Please update me on my payment schedule.,On Time,06-02-2023 15:10:01
CUST87313,48,South,Please update me on my payment schedule.,Defaulted,20-09-2021 12:46:10
CUST49458,24,South,I'm frustrated with the late fees.,On Time,30-11-2022 23:37:31
CUST32786,41,South,I appreciate the bank's patience.,On Time,29-09-2021 01:28:48
CUST13384,33,South,I have some pending payments.,On Time,15-12-2024 01:50:17
CUST47666,34,Central,I appreciate the bank's patience.,On Time,19-12-2021 10:59:19
CUST37586,52,South,Things are improving; I'll make a payment shortly.,On Time,27-07-2023 06:08:37
CUST81278,53,West,The interest rates are too high!,On Time,18-10-2020 21:43:22
CUST99242,35,Central,I appreciate the bank's patience.,Defaulted,01-09-2023 09:00:36
CUST50005,64,South,Please update me on my payment schedule.,Defaulted,15-05-2024 18:07:10
CUST91456,19,North,The interest rates are too high!,On Time,11-01-2024 06:36:57
CUST82491,34,North,I appreciate the bank's patience.,On Time,26-06-2022 01:05:39
CUST73412,59,Central,Things are improving; I'll make a payment shortly.,On Time,26-08-2021 16:04:01
CUST67240,47,West,I have some pending payments.,On Time,21-02-2023 04:18:13
CUST91584,47,South,I cannot keep up with the payments anymore.,Defaulted,05-12-2022 00:28:05
CUST87892,47,West,I cannot keep up with the payments anymore.,Defaulted,01-01-2020 18:14:22
CUST33361,35,West,The interest rates are too high!,Defaulted,09-02-2024 15:14:29
CUST59986,25,South,I'm frustrated with the late fees.,On Time,11-02-2022 12:14:51
CUST58087,74,North,I'm frustrated with the late fees.,On Time,29-12-2020 13:39:19
CUST82227,36,South,I have some pending payments.,Defaulted,20-10-2022 12:18:58
CUST28608,64,North,Things are improving; I'll make a payment shortly.,On Time,15-02-2024 22:50:54
CUST47697,55,Central,I'm trying to catch up with my payments soon.,On Time,18-09-2021 03:46:59
CUST82887,60,South,Things are improving; I'll make a payment shortly.,Defaulted,27-12-2023 08:36:23
CUST24292,43,North,I appreciate the bank's patience.,On Time,06-12-2023 10:31:08
CUST80641,56,Central,I have some pending payments.,On Time,30-10-2024 21:35:56
CUST99554,18,East,Things are improving; I'll make a payment shortly.,Defaulted,18-02-2020 12:43:36
CUST35217,36,West,Things are improving; I'll make a payment shortly.,On Time,14-07-2022 05:59:20
CUST61663,29,East,I appreciate the bank's patience.,On Time,07-03-2024 23:24:22
CUST69852,23,South,Things are improving; I'll make a payment shortly.,Defaulted,20-10-2024 23:36:53
CUST46872,47,West,I have some pending payments.,Defaulted,21-04-2021 00:20:27
CUST24610,32,West,Things are improving; I'll make a payment shortly.,Defaulted,15-07-2023 08:37:49
CUST22297,24,Central,The interest rates are too high!,Defaulted,04-06-2022 18:57:00
CUST41973,46,West,I appreciate the bank's patience.,Defaulted,18-08-2024 14:09:02
CUST34030,38,East,I appreciate the bank's patience.,On Time,07-08-2022 21:25:28
CUST54635,38,West,I have some pending payments.,On Time,28-04-2021 19:02:50
CUST34325,50,East,I'm frustrated with the late fees.,Defaulted,08-01-2022 17:02:38
CUST51450,19,North,Please update me on my payment schedule.,On Time,13-06-2021 23:41:16
CUST35089,68,East,The interest rates are too high!,On Time,14-03-2021 18:10:44
CUST25878,48,East,The interest rates are too high!,Defaulted,16-02-2022 09:02:11
CUST19661,57,West,Things are improving; I'll make a payment shortly.,Defaulted,06-02-2024 23:45:29
CUST42303,36,West,I'm trying to catch up with my payments soon.,On Time,03-01-2023 04:57:12
CUST17268,36,South,The interest rates are too high!,Defaulted,22-12-2024 06:18:26
CUST66022,22,North,I have some pending payments.,Defaulted,29-11-2020 12:30:58
CUST62208,58,South,I have some pending payments.,Defaulted,09-04-2022 15:26:21
CUST60881,31,West,I appreciate the bank's patience.,Defaulted,02-02-2021 05:06:58
CUST61626,42,Central,I have some pending payments.,On Time,10-11-2021 22:17:14
CUST64289,32,East,I appreciate the bank's patience.,On Time,06-06-2020 14:44:15
CUST73138,71,North,Things are improving; I'll make a payment shortly.,Defaulted,10-07-2021 08:37:48
CUST19294,27,North,I have some pending payments.,On Time,23-03-2023 19:33:42
CUST82342,18,East,Please update me on my payment schedule.,On Time,12-09-2020 01:16:00
CUST47060,36,Central,The interest rates are too high!,On Time,01-10-2023 07:17:57
CUST51323,65,West,Things are improving; I'll make a payment shortly.,Defaulted,19-12-2021 05:10:01
CUST37988,47,East,Please update me on my payment schedule.,On Time,09-05-2020 03:16:32
CUST68030,46,South,I appreciate the bank's patience.,Defaulted,23-04-2021 08:03:05
CUST12942,21,North,I cannot keep up with the payments anymore.,Defaulted,22-09-2024 16:45:18
CUST99059,66,North,I cannot keep up with the payments anymore.,On Time,11-04-2023 16:20:33
CUST30851,68,East,Please update me on my payment schedule.,Defaulted,04-03-2023 03:36:54
CUST89314,32,South,Things are improving; I'll make a payment shortly.,On Time,11-12-2020 00:27:35
CUST36274,52,South,The interest rates are too high!,Defaulted,31-01-2022 04:19:34
CUST30389,29,South,The interest rates are too high!,On Time,12-05-2022 00:51:53
CUST54520,34,East,I cannot keep up with the payments anymore.,On Time,20-04-2021 16:37:02
CUST64600,20,South,I need more time to manage my finances.,Defaulted,10-01-2023 21:24:11
CUST86812,43,Central,I'm frustrated with the late fees.,Defaulted,08-10-2020 08:26:05
CUST39696,58,South,I need more time to manage my finances.,Defaulted,10-08-2022 02:13:46
CUST14370,18,North,The interest rates are too high!,Defaulted,28-03-2020 18:38:24
CUST13723,49,West,I need more time to manage my finances.,On Time,25-01-2024 03:01:07
CUST48978,69,North,The interest rates are too high!,On Time,23-06-2023 16:34:48
CUST12836,72,East,I'm frustrated with the late fees.,On Time,08-12-2020 15:30:40
CUST27286,35,East,Please update me on my payment schedule.,Defaulted,29-03-2023 13:10:15
CUST11673,18,East,I'm trying to catch up with my payments soon.,Defaulted,16-01-2024 11:02:57
CUST39038,21,South,The interest rates are too high!,Defaulted,24-11-2023 16:39:13
CUST66572,54,West,Things are improving; I'll make a payment shortly.,On Time,02-01-2022 01:47:18
CUST43435,40,East,I'm frustrated with the late fees.,On Time,16-12-2022 18:37:43
CUST13428,74,Central,The interest rates are too high!,On Time,16-05-2023 04:02:29
CUST53860,57,East,I'm frustrated with the late fees.,On Time,18-02-2023 04:37:49
CUST13372,43,North,Things are improving; I'll make a payment shortly.,On Time,31-05-2023 06:47:02
CUST42177,47,North,I have some pending payments.,Defaulted,23-03-2020 17:54:53
CUST18149,49,East,I'm trying to catch up with my payments soon.,Defaulted,29-06-2020 01:45:30
CUST80631,38,North,I have some pending payments.,On Time,24-09-2021 20:44:03
CUST15484,61,South,I'm frustrated with the late fees.,Defaulted,24-10-2021 04:58:19
CUST80263,27,South,I cannot keep up with the payments anymore.,Defaulted,10-02-2020 05:53:22
CUST68399,21,South,I'm frustrated with the late fees.,Defaulted,03-06-2020 19:08:32
CUST28326,23,South,I appreciate the bank's patience.,On Time,23-10-2022 20:55:17
CUST87416,66,North,Things are improving; I'll make a payment shortly.,On Time,13-04-2024 05:51:57
CUST35935,26,South,I cannot keep up with the payments anymore.,On Time,02-09-2022 22:37:43
CUST45808,34,North,I'm trying to catch up with my payments soon.,On Time,03-10-2023 13:31:21
CUST48823,23,West,I'm frustrated with the late fees.,On Time,10-06-2023 19:22:57
CUST67313,38,West,I appreciate the bank's patience.,Defaulted,16-11-2020 04:53:39
CUST31305,43,West,I appreciate the bank's patience.,Defaulted,16-12-2020 15:28:22
CUST51853,71,East,I cannot keep up with the payments anymore.,On Time,17-02-2020 19:05:01
CUST10076,57,South,Things are improving; I'll make a payment shortly.,On Time,30-09-2020 19:22:13
CUST56291,33,West,Please update me on my payment schedule.,On Time,05-09-2023 13:46:42
CUST21167,41,West,Things are improving; I'll make a payment shortly.,On Time,26-08-2022 21:53:26
CUST59908,60,North,I cannot keep up with the payments anymore.,On Time,13-07-2024 15:35:35
CUST99988,29,South,I have some pending payments.,On Time,04-01-2022 13:01:25
CUST72412,74,West,I have some pending payments.,Defaulted,03-12-2022 16:36:51
CUST94566,37,North,I appreciate the bank's patience.,Defaulted,02-05-2023 12:57:23
CUST10884,34,Central,The interest rates are too high!,Defaulted,14-02-2022 20:33:07
CUST15818,34,East,Things are improving; I'll make a payment shortly.,On Time,10-01-2022 23:30:37
CUST51021,47,West,Please update me on my payment schedule.,On Time,20-05-2022 17:22:24
CUST91675,36,Central,I appreciate the bank's patience.,On Time,14-02-2024 17:28:59
CUST84014,60,South,I need more time to manage my finances.,On Time,20-12-2021 05:21:49
CUST48360,67,Central,Please update me on my payment schedule.,Defaulted,03-08-2022 18:14:38
CUST47521,62,East,I'm trying to catch up with my payments soon.,Defaulted,10-08-2021 00:47:27
CUST74908,49,East,I appreciate the bank's patience.,Defaulted,30-06-2020 14:26:53
CUST24629,66,South,I'm frustrated with the late fees.,Defaulted,28-07-2024 06:59:48
CUST28420,49,East,I'm trying to catch up with my payments soon.,On Time,22-01-2024 13:18:09
CUST75620,68,North,Things are improving; I'll make a payment shortly.,On Time,26-12-2023 20:16:44
CUST26866,21,North,I'm trying to catch up with my payments soon.,Defaulted,04-11-2021 03:45:14
CUST74017,55,Central,Things are improving; I'll make a payment shortly.,Defaulted,13-04-2022 02:12:01
CUST46287,21,Central,Things are improving; I'll make a payment shortly.,Defaulted,16-10-2024 10:14:28
CUST55103,22,Central,Please update me on my payment schedule.,On Time,24-03-2022 01:54:57
CUST40354,70,West,I appreciate the bank's patience.,Defaulted,12-03-2023 23:37:47
CUST62818,71,North,Things are improving; I'll make a payment shortly.,On Time,07-06-2020 23:43:14
CUST87159,31,East,I need more time to manage my finances.,On Time,14-01-2022 09:16:03
CUST61787,47,South,Things are improving; I'll make a payment shortly.,Defaulted,13-12-2024 04:06:27
CUST22860,25,Central,I cannot keep up with the payments anymore.,Defaulted,08-10-2020 05:38:50
CUST64859,65,Central,I'm trying to catch up with my payments soon.,On Time,28-02-2023 11:51:28
CUST86691,47,South,I cannot keep up with the payments anymore.,On Time,14-05-2024 22:05:57
CUST14437,58,South,I'm trying to catch up with my payments soon.,Defaulted,15-10-2021 23:32:35
CUST34711,71,West,Things are improving; I'll make a payment shortly.,On Time,06-05-2023 01:35:18
CUST44786,61,South,I have some pending payments.,On Time,29-06-2022 02:56:18
CUST81369,32,West,I'm frustrated with the late fees.,Defaulted,06-11-2020 12:55:58
CUST81083,48,East,I'm trying to catch up with my payments soon.,Defaulted,01-01-2023 22:52:57
CUST69565,43,East,Please update me on my payment schedule.,Defaulted,02-02-2023 04:31:56
CUST71529,51,South,I'm trying to catch up with my payments soon.,Defaulted,25-03-2020 21:07:02
CUST35472,40,West,I cannot keep up with the payments anymore.,On Time,02-04-2022 21:00:24
CUST70257,62,North,Please update me on my payment schedule.,On Time,27-10-2022 09:15:15
CUST68942,69,North,Please update me on my payment schedule.,Defaulted,13-12-2022 18:30:29
CUST48805,60,West,I cannot keep up with the payments anymore.,Defaulted,20-04-2022 20:45:16
CUST79961,56,West,I'm frustrated with the late fees.,Defaulted,04-02-2021 15:07:03
CUST82539,42,East,I'm trying to catch up with my payments soon.,On Time,14-09-2024 19:48:37
CUST70598,73,South,I cannot keep up with the payments anymore.,On Time,03-01-2023 15:17:09
CUST19721,62,North,The interest rates are too high!,Defaulted,01-07-2024 06:06:27
CUST98544,38,East,I have some pending payments.,On Time,27-03-2024 19:58:53
CUST26757,27,West,I appreciate the bank's patience.,On Time,15-03-2020 07:36:15
CUST55046,24,West,The interest rates are too high!,On Time,13-06-2021 18:49:59
CUST84114,22,East,The interest rates are too high!,Defaulted,21-04-2023 01:48:57
CUST69422,45,East,I'm frustrated with the late fees.,On Time,06-10-2020 02:04:36
CUST15073,32,East,I appreciate the bank's patience.,Defaulted,17-10-2020 22:18:48
CUST22614,49,East,I appreciate the bank's patience.,On Time,31-05-2024 09:32:54
CUST57707,19,Central,I need more time to manage my finances.,On Time,12-10-2023 23:55:10
CUST93725,71,West,The interest rates are too high!,On Time,04-08-2021 09:29:45
CUST16203,47,Central,The interest rates are too high!,Defaulted,22-06-2021 16:26:57
CUST54833,43,East,I'm trying to catch up with my payments soon.,Defaulted,01-11-2021 12:40:33
CUST96162,58,Central,I have some pending payments.,Defaulted,02-03-2024 20:39:08
CUST38762,71,South,Things are improving; I'll make a payment shortly.,On Time,07-11-2020 10:20:41
CUST61805,48,North,I'm trying to catch up with my payments soon.,Defaulted,08-12-2023 14:20:17
CUST79458,18,North,Please update me on my payment schedule.,On Time,14-10-2020 22:50:43
CUST51110,63,North,I need more time to manage my finances.,On Time,13-07-2021 19:31:00
CUST35482,54,Central,The interest rates are too high!,On Time,06-06-2024 09:56:08
CUST42403,21,West,Please update me on my payment schedule.,On Time,31-08-2023 02:09:50
CUST28388,47,East,The interest rates are too high!,On Time,11-02-2021 13:42:35
CUST59900,48,South,The interest rates are too high!,On Time,27-12-2021 14:00:25
CUST98589,35,North,I have some pending payments.,On Time,20-06-2024 06:39:55
CUST42008,63,Central,Please update me on my payment schedule.,Defaulted,26-06-2022 09:33:46
CUST50415,45,West,I'm frustrated with the late fees.,Defaulted,08-06-2024 05:50:21
CUST39901,54,Central,I need more time to manage my finances.,On Time,15-11-2024 17:29:43
CUST79853,38,South,I'm trying to catch up with my payments soon.,On Time,22-10-2022 04:20:41
CUST37388,57,Central,Things are improving; I'll make a payment shortly.,Defaulted,10-01-2021 02:08:12
CUST84395,65,East,The interest rates are too high!,On Time,12-03-2020 08:42:25
CUST45964,74,West,The interest rates are too high!,On Time,03-02-2024 03:57:25
CUST86912,28,West,Please update me on my payment schedule.,On Time,09-02-2022 19:28:33
CUST35700,27,South,I have some pending payments.,Defaulted,21-05-2024 04:24:33
CUST45652,38,East,I'm trying to catch up with my payments soon.,On Time,21-04-2022 04:38:45
CUST89708,64,Central,Please update me on my payment schedule.,Defaulted,17-06-2022 12:01:25
CUST43735,27,Central,I have some pending payments.,Defaulted,19-09-2024 21:09:48
CUST42302,52,East,I have some pending payments.,Defaulted,01-05-2024 21:39:56
CUST31207,72,West,I need more time to manage my finances.,Defaulted,06-03-2020 23:33:03
CUST50717,60,South,Things are improving; I'll make a payment shortly.,Defaulted,18-03-2024 21:37:10
CUST18178,52,Central,I cannot keep up with the payments anymore.,On Time,23-12-2020 15:40:19
CUST28454,64,South,I cannot keep up with the payments anymore.,On Time,06-03-2024 10:15:44
CUST14463,30,North,I'm frustrated with the late fees.,On Time,25-12-2024 18:11:30
CUST23320,66,West,I have some pending payments.,Defaulted,29-05-2023 05:14:33
CUST47989,33,South,I'm trying to catch up with my payments soon.,Defaulted,02-05-2021 15:54:44
CUST16214,75,North,I appreciate the bank's patience.,Defaulted,29-12-2024 07:48:48
CUST37175,62,West,Please update me on my payment schedule.,On Time,21-12-2024 03:12:37
CUST77948,39,East,I need more time to manage my finances.,Defaulted,19-05-2020 14:42:15
CUST25917,43,West,Things are improving; I'll make a payment shortly.,Defaulted,05-11-2024 18:54:25
CUST86022,23,Central,I need more time to manage my finances.,On Time,07-08-2024 03:18:05
CUST62889,57,North,I appreciate the bank's patience.,Defaulted,05-01-2024 04:09:22
CUST36942,62,South,I'm frustrated with the late fees.,Defaulted,11-05-2022 12:00:00
CUST57550,56,East,I cannot keep up with the payments anymore.,On Time,02-07-2024 15:25:43
CUST31892,52,East,Things are improving; I'll make a payment shortly.,On Time,14-10-2024 17:55:01
CUST81263,20,Central,I need more time to manage my finances.,Defaulted,31-05-2022 09:52:14
CUST95298,22,North,Things are improving; I'll make a payment shortly.,On Time,19-05-2024 06:36:58
CUST46587,41,Central,Please update me on my payment schedule.,Defaulted,14-12-2024 18:13:37
CUST56140,36,North,Things are improving; I'll make a payment shortly.,On Time,24-03-2022 22:35:28
CUST62704,71,South,I'm trying to catch up with my payments soon.,Defaulted,17-03-2024 02:38:59
CUST82885,26,North,I need more time to manage my finances.,On Time,21-01-2020 01:12:56
CUST26873,42,West,I'm frustrated with the late fees.,Defaulted,22-12-2021 12:56:15
CUST47658,58,South,I need more time to manage my finances.,Defaulted,25-04-2022 02:27:27
CUST60208,62,South,Things are improving; I'll make a payment shortly.,On Time,02-09-2021 09:34:40
CUST28489,69,South,Things are improving; I'll make a payment shortly.,Defaulted,13-08-2020 17:28:13
CUST61926,43,East,The interest rates are too high!,On Time,27-04-2020 10:19:19
CUST88158,29,West,I'm trying to catch up with my payments soon.,On Time,05-04-2024 11:38:46
CUST88085,71,South,Things are improving; I'll make a payment shortly.,On Time,04-10-2022 12:07:04
CUST45261,45,North,Things are improving; I'll make a payment shortly.,On Time,07-08-2022 13:11:10
CUST90490,62,Central,Things are improving; I'll make a payment shortly.,Defaulted,11-11-2024 16:11:52
CUST30786,59,South,I'm frustrated with the late fees.,Defaulted,01-10-2022 12:51:12
CUST93207,47,East,Please update me on my payment schedule.,On Time,02-01-2022 16:01:37
CUST70769,56,Central,I'm frustrated with the late fees.,Defaulted,31-01-2022 02:08:24
CUST32207,41,Central,Things are improving; I'll make a payment shortly.,Defaulted,24-01-2022 06:08:06
CUST27022,24,Central,Please update me on my payment schedule.,On Time,10-05-2021 15:13:45
CUST68727,55,East,I'm frustrated with the late fees.,Defaulted,23-01-2021 21:25:34
CUST10719,66,West,Things are improving; I'll make a payment shortly.,On Time,17-09-2023 21:15:49
CUST58366,71,South,I'm frustrated with the late fees.,Defaulted,14-12-2024 06:32:48
CUST63860,18,East,The interest rates are too high!,Defaulted,21-01-2021 08:02:15
CUST68425,64,East,I appreciate the bank's patience.,On Time,12-01-2024 01:14:38
CUST21500,49,North,Please update me on my payment schedule.,On Time,29-05-2023 07:15:56
CUST22182,26,North,I have some pending payments.,On Time,02-04-2023 05:47:24
CUST31701,34,East,The interest rates are too high!,Defaulted,08-09-2023 18:32:51
CUST84947,56,Central,I cannot keep up with the payments anymore.,Defaulted,02-06-2023 18:00:31
CUST23014,27,South,I appreciate the bank's patience.,On Time,14-02-2022 08:25:12
CUST45149,25,North,I cannot keep up with the payments anymore.,On Time,25-02-2024 15:06:35
CUST88746,75,North,I need more time to manage my finances.,On Time,14-03-2021 23:12:14
CUST26064,51,South,Please update me on my payment schedule.,On Time,31-05-2022 23:21:11
CUST15526,65,West,I cannot keep up with the payments anymore.,On Time,10-09-2022 06:48:24
CUST66323,28,North,Please update me on my payment schedule.,Defaulted,20-12-2023 19:16:38
CUST24624,46,South,Things are improving; I'll make a payment shortly.,On Time,26-01-2023 08:35:43
CUST23582,40,North,I have some pending payments.,Defaulted,24-01-2021 20:37:04
CUST14240,75,South,Things are improving; I'll make a payment shortly.,On Time,30-05-2021 21:30:48
CUST72918,72,South,The interest rates are too high!,On Time,03-11-2022 04:17:51
CUST42814,38,Central,Things are improving; I'll make a payment shortly.,On Time,18-09-2020 20:15:56
CUST90114,75,West,Please update me on my payment schedule.,On Time,02-10-2021 20:32:57
CUST59813,46,East,I'm trying to catch up with my payments soon.,Defaulted,18-12-2022 01:40:53
CUST41740,73,Central,I appreciate the bank's patience.,On Time,03-02-2024 02:41:49
CUST80505,69,East,I appreciate the bank's patience.,Defaulted,30-09-2024 11:24:30
CUST98217,60,East,I have some pending payments.,On Time,25-09-2021 23:22:46
CUST22811,63,Central,I'm frustrated with the late fees.,Defaulted,18-10-2023 19:38:36
CUST44790,21,North,I cannot keep up with the payments anymore.,On Time,05-04-2021 03:48:46
CUST57602,19,East,I'm frustrated with the late fees.,On Time,12-04-2023 12:04:59
CUST41706,52,South,I need more time to manage my finances.,On Time,29-03-2023 00:48:22
CUST96420,40,North,I cannot keep up with the payments anymore.,Defaulted,09-09-2024 07:09:44
CUST16408,41,East,I'm frustrated with the late fees.,Defaulted,22-07-2023 20:59:45
CUST58238,47,Central,The interest rates are too high!,On Time,24-06-2023 07:02:35
CUST12067,28,West,I'm trying to catch up with my payments soon.,Defaulted,31-01-2020 04:13:07
CUST36364,63,South,The interest rates are too high!,On Time,05-07-2020 21:58:25
CUST20688,20,East,I appreciate the bank's patience.,Defaulted,16-05-2021 23:16:27
CUST68493,31,East,I cannot keep up with the payments anymore.,On Time,30-11-2020 16:59:31
CUST40419,69,West,Things are improving; I'll make a payment shortly.,Defaulted,07-03-2024 02:01:49
CUST29202,31,South,I cannot keep up with the payments anymore.,On Time,25-03-2021 08:12:33
CUST60510,24,Central,Things are improving; I'll make a payment shortly.,On Time,17-12-2022 12:07:43
CUST58681,51,North,The interest rates are too high!,Defaulted,26-10-2023 12:36:04
CUST19218,36,North,I appreciate the bank's patience.,Defaulted,25-12-2022 11:34:43
CUST34777,46,North,I have some pending payments.,Defaulted,10-05-2020 08:47:21
CUST79087,47,South,Please update me on my payment schedule.,Defaulted,27-04-2024 14:18:19
CUST60696,43,North,Things are improving; I'll make a payment shortly.,On Time,17-07-2022 05:13:25
CUST50590,32,East,I'm frustrated with the late fees.,On Time,04-10-2024 23:37:28
CUST93798,23,South,I need more time to manage my finances.,Defaulted,14-08-2021 03:57:48
CUST47228,57,Central,I need more time to manage my finances.,On Time,21-02-2020 20:08:59
CUST80595,46,North,I need more time to manage my finances.,Defaulted,18-06-2020 20:44:13
CUST53554,71,East,Please update me on my payment schedule.,On Time,30-05-2023 04:09:22
CUST16811,35,Central,I'm frustrated with the late fees.,Defaulted,20-08-2022 17:52:15
CUST18717,61,North,Please update me on my payment schedule.,Defaulted,06-07-2022 11:55:16
CUST80348,22,North,I appreciate the bank's patience.,On Time,07-06-2023 06:43:15
CUST71973,62,West,I'm trying to catch up with my payments soon.,Defaulted,09-02-2023 11:12:50
CUST68632,71,Central,Things are improving; I'll make a payment shortly.,On Time,08-06-2022 22:47:24
CUST93823,41,West,I cannot keep up with the payments anymore.,Defaulted,04-07-2023 05:31:36
CUST78567,74,Central,I cannot keep up with the payments anymore.,Defaulted,23-12-2024 06:59:50
CUST88942,42,North,I need more time to manage my finances.,On Time,27-04-2022 10:23:27
CUST54731,30,South,I need more time to manage my finances.,Defaulted,11-07-2020 15:15:43
CUST51690,56,East,I'm trying to catch up with my payments soon.,On Time,28-09-2020 13:16:06
CUST17300,50,East,I cannot keep up with the payments anymore.,On Time,19-02-2021 08:08:41
CUST95271,22,East,The interest rates are too high!,Defaulted,29-04-2021 01:33:35
CUST13257,27,South,The interest rates are too high!,Defaulted,22-12-2023 20:54:57
CUST91426,59,Central,The interest rates are too high!,On Time,14-10-2022 11:06:00
CUST43713,43,North,I have some pending payments.,Defaulted,02-05-2020 23:13:42
CUST82041,32,North,I'm trying to catch up with my payments soon.,Defaulted,05-10-2023 04:44:23
CUST22569,23,North,The interest rates are too high!,On Time,08-12-2022 22:15:48
CUST54515,23,North,I appreciate the bank's patience.,Defaulted,30-05-2020 16:30:42
CUST95542,74,West,I have some pending payments.,On Time,24-06-2020 02:18:58
CUST52149,19,Central,I appreciate the bank's patience.,On Time,18-08-2024 19:12:21
CUST79460,59,West,I'm frustrated with the late fees.,On Time,03-01-2021 14:40:57
CUST25240,74,South,I cannot keep up with the payments anymore.,Defaulted,29-08-2022 09:16:42
CUST25278,41,Central,I'm frustrated with the late fees.,Defaulted,15-12-2020 07:20:35
CUST43257,62,South,I need more time to manage my finances.,On Time,03-07-2023 15:32:19
CUST82127,72,North,I need more time to manage my finances.,Defaulted,26-11-2021 04:36:03
CUST99547,73,South,I'm frustrated with the late fees.,On Time,29-07-2021 05:53:10
CUST64151,34,West,I'm frustrated with the late fees.,Defaulted,25-07-2020 13:24:32
CUST10777,22,East,I'm trying to catch up with my payments soon.,Defaulted,01-12-2021 09:56:11
CUST16645,23,North,I cannot keep up with the payments anymore.,On Time,12-12-2020 18:47:01
CUST72554,67,Central,I'm frustrated with the late fees.,On Time,21-10-2022 02:25:24
CUST76094,73,South,I appreciate the bank's patience.,On Time,21-05-2022 04:09:33
CUST40529,49,North,I have some pending payments.,Defaulted,11-04-2024 15:36:55
CUST94795,34,East,I'm frustrated with the late fees.,Defaulted,02-02-2023 22:09:28
CUST23252,31,East,The interest rates are too high!,Defaulted,23-05-2021 13:14:55
CUST73556,30,South,I have some pending payments.,Defaulted,26-06-2020 10:47:30
CUST38050,36,East,I need more time to manage my finances.,Defaulted,14-09-2020 18:03:12
CUST67571,43,South,Please update me on my payment schedule.,On Time,19-02-2020 19:23:56
CUST70386,72,West,I have some pending payments.,Defaulted,10-04-2021 06:31:43
CUST45475,24,West,I appreciate the bank's patience.,Defaulted,13-11-2024 07:23:27
CUST38761,70,North,I need more time to manage my finances.,On Time,14-10-2024 15:55:11
CUST20431,40,South,I have some pending payments.,On Time,17-04-2021 02:33:20
CUST88438,60,North,I'm trying to catch up with my payments soon.,Defaulted,10-08-2023 20:00:40
